Province,Date,count,mosquito,mosquito_lag1,mosquito_lag2,W1_lag1,W2_lag1,W1_lag2,W2_lag2,W3_lag1,W3_lag2,W4_lag1,W4_lag2,W5_lag1,W5_lag2,W6_lag1,W6_lag2,W7_lag1,W7_lag2,W8_lag1,W8_lag2,W9_lag1,W9_lag2,W10_lag1,W10_lag2,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,log_dengue,log_lag_dengue,Unnamed: 0,Unnamed: 0.1,date_x,Dengue,M_cat1,M_cat2,M_cat3,M_cat4,Provincecol_x,Ml_cat1,Ml_cat2,Ml_cat3,Ml_cat4,Ml2_cat1,Ml2_cat2,Ml2_cat3,Ml2_cat4,lag_dengue,date_y,year,Provincecol_y,W1_cat1,W1_cat2,W1_cat3,W1_cat4,W1l_cat1,W1l_cat2,W1l_cat3,W1l_cat4,W1ll_cat1,W1ll_cat2,W1ll_cat3,W1ll_cat4,W2_cat1,W2_cat2,W2_cat3,W2_cat4,W2l_cat1,W2l_cat2,W2l_cat3,W2l_cat4,W2ll_cat1,W2ll_cat2,W2ll_cat3,W2ll_cat4,W3_cat1,W3_cat2,W3_cat3,W3_cat4,W3l_cat1,W3l_cat2,W3l_cat3,W3l_cat4,W3ll_cat1,W3ll_cat2,W3ll_cat3,W3ll_cat4,W4_cat1,W4_cat2,W4_cat3,W4_cat4,W4l_cat1,W4l_cat2,W4l_cat3,W4l_cat4,W4ll_cat1,W4ll_cat2,W4ll_cat3,W4ll_cat4,W5_cat1,W5_cat2,W5_cat3,W5_cat4,W5l_cat1,W5l_cat2,W5l_cat3,W5l_cat4,W5ll_cat1,W5ll_cat2,W5ll_cat3,W5ll_cat4,W6_cat1,W6_cat2,W6_cat3,W6_cat4,W6l_cat1,W6l_cat2,W6l_cat3,W6l_cat4,W6ll_cat1,W6ll_cat2,W6ll_cat3,W6ll_cat4,W7_cat1,W7_cat2,W7_cat3,W7_cat4,W7l_cat1,W7l_cat2,W7l_cat3,W7l_cat4,W7ll_cat1,W7ll_cat2,W7ll_cat3,W7ll_cat4,W8_cat1,W8_cat2,W8_cat3,W8_cat4,W8l_cat1,W8l_cat2,W8l_cat3,W8l_cat4,W8ll_cat1,W8ll_cat2,W8ll_cat3,W8ll_cat4,W9_cat1,W9_cat2,W9_cat3,W9_cat4,W9l_cat1,W9l_cat2,W9l_cat3,W9l_cat4,W9ll_cat1,W9ll_cat2,W9ll_cat3,W9ll_cat4,W10_cat1,W10_cat2,W10_cat3,W10_cat4,W10l_cat1,W10l_cat2,W10l_cat3,W10l_cat4,W10ll_cat1,W10ll_cat2,W10ll_cat3,W10ll_cat4,MD_ord
bukidnon,2015-09-01,0.8279824355442018,1.0752038397547992,1.1856482944729327,0.8705931616570141,1.1731522556968088,-0.048357915586082025,0.7227013025719905,-0.21707692548438726,-1.1996195614897767,-0.9190325930300576,0.15222059082712353,-0.12008280240146861,-0.7536952315667181,-0.8668712313616171,0.6583998447070322,0.4342446193487961,1.2262751419843638,1.076736452836738,-1.5954315984904284,-1.6091289737209036,-1.299519819080933,-1.3102816305357523,-0.9986475587853665,-0.98866297645567,1.8481908072268725,-0.11619124782490521,-2.0554870001780077,-0.2704944124123338,-0.5760144566467599,1.7491261631144686,1.4254031538286396,-1.7692945440875107,-1.4141291458689833,-1.3297877762702197,3.397857738347234,3.641976734126916,176,8,2015-09-01,28.89997781273097,False,False,False,True,bukidnon,0.0,0.0,0.0,1.0,False,False,False,True,37.167208629575775,2015-09-01,2015,Bukidnon,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,4
bukidnon,2015-10-01,0.37666193948151044,0.8542991525702278,1.0916701595720542,1.188682721884921,1.8062413307609333,-0.10543623206998655,1.167823136979616,-0.03624369775463183,-1.8923444853867015,-1.1803580156615696,-0.1977335148318408,0.17517730914591653,-0.5737977982525699,-0.7497617555418811,1.5181203057581274,0.6347904475123803,1.3565228150504376,1.1818444102530186,-1.7147896267420768,-1.5723790429076683,-1.3753975038301236,-1.2858377425575438,-1.3002112890510142,-0.9827576382737724,0.3997148203259097,-0.26249804385333103,-0.9122337086893406,-0.11491419921610048,-0.6043287525641843,-0.1663621634052939,1.15254378981547,-1.538740791455372,-1.3236561596671816,-1.0006605729886118,3.2141893102402657,3.397857738347234,177,9,2015-10-01,23.88311124866276,False,False,False,True,bukidnon,0.0,0.0,0.0,1.0,False,False,False,True,28.89997781273097,2015-10-01,2015,Bukidnon,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,4
bukidnon,2015-11-01,0.37666193948151044,1.108931213293979,0.870104917084522,1.0954849699037217,0.3811719190813941,-0.24979854346904215,1.804185259380206,-0.09297146886421821,-0.8155980123970276,-1.8709905464857268,-0.04494655307644424,-0.17842858412307894,-0.6015813147617199,-0.5701576668934298,-0.1975840504785232,1.4922749194842906,1.0891992234093644,1.3104898766496496,-1.4871701743920058,-1.6915900135766087,-1.2861403715964548,-1.361640122592827,-0.9872548450990795,-1.2886947007536234,0.6601175971453983,-0.4972645044357642,-1.4034298138562098,-0.2834587702940326,-0.3931727639633556,-0.1164701711708334,1.003366964620653,-1.589042368631849,-1.526860788056063,-0.6721933024481487,2.9925725256565876,3.2141893102402657,178,10,2015-11-01,18.936904777046212,False,False,False,True,bukidnon,0.0,0.0,0.0,1.0,False,False,False,True,23.88311124866276,2015-11-01,2015,Bukidnon,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,4
bukidnon,2015-12-01,-0.005224634109997597,0.9360017300334201,1.12549838563605,0.8757595780475546,0.6373667302607111,-0.48144484978327917,0.3717482910235848,-0.23644718192603867,-1.2782196184070151,-0.797496413326034,-0.21046511360755418,-0.024047283210374748,-0.39438365346699833,-0.5978958789965519,-0.15289575494945837,-0.2189671767766406,0.9430488985161116,1.046454694170477,-1.5368315540856299,-1.4642510045861525,-1.4866141610449861,-1.2724715734890897,-0.6749259099092794,-0.9711997053758528,0.34830176805649854,-0.8009323877481069,-1.243434402007261,-0.22646484940519523,-0.5501547480196828,-0.318598581573041,0.782343839608117,-1.5144448771026777,-1.6396540743400518,-0.4078164716882766,2.9379444293845696,2.9925725256565876,179,11,2015-12-01,17.877003390271234,False,False,False,True,bukidnon,0.0,0.0,0.0,1.0,False,False,False,True,18.936904777046212,2015-12-01,2015,Bukidnon,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,4
bulacan,2015-01-01,0.3072280170103272,-1.436021060926681,,,0.324467602487393,-1.0120982084636794,-0.30682488353649484,-0.03792482732181696,-0.6158469486321749,-0.1045179420199586,-1.5324439691864744,-0.4555407955621561,0.2479389328124828,0.7081850955546161,0.44362482898303446,-0.6287107178418215,0.6976266971685181,0.45130185075219104,-0.503236106383566,0.06070109646516487,-0.5097067078030547,0.018740862067879782,1.3578703673867707,0.2646045399945874,-0.5742011391477064,-1.2883430282314126,-0.9581744500205267,-0.12698216978274596,-1.3188128010772646,-0.818908267500481,0.044706176070469464,-0.9826499584887565,-1.1678147457218708,0.9409613436208853,2.2027254342634763,,180,0,2015-01-01,8.049644129789424,True,False,False,False,bulacan,0.0,0.0,0.0,0.0,False,False,False,False,,2015-01-01,2015,Bulacan,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,4
bulacan,2015-02-01,0.13364321083236896,-1.439376010375406,-1.4270638752351605,,-0.57700609418468,-1.2620095760527574,0.3147508151891162,-0.9940651983040164,-0.8588662291283117,-0.5983487026782431,-0.05679785806923078,-1.5270668050658867,-1.3026716549658517,0.25023912239355284,-0.7820700940325017,0.42057402567022834,0.003837425647877937,0.6596989918954258,-0.9381568123812973,-0.4815292133529296,-1.1323932888929826,-0.49680848032015196,0.8589708222497743,1.4079349406352764,-0.7304111485252163,-0.47766403842814603,-1.1263608467579975,-0.8226507856697995,-1.5680720304985931,-1.050517866880148,-1.0572414579568208,-0.539927106528185,-0.9480535403100107,0.5661233296215572,2.1993631904504722,2.2027254342634763,181,1,2015-02-01,8.019268114205314,True,False,False,False,bulacan,1.0,0.0,0.0,0.0,False,False,False,False,8.049644129789424,2015-02-01,2015,Bulacan,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,4
bulacan,2015-03-01,-0.1788094402879558,-0.9335024980704852,-1.4304288567464811,-1.4023338060291621,-0.7306918357331754,-0.46210488298632585,-0.5913834674857833,-1.2424417400731602,-1.0172686678880596,-0.8406339373193548,-0.7399765992880932,-0.036022257130130624,-1.547258274244056,-1.2978430060503803,-0.9895229889942295,-0.8019330699218166,-1.075753888338841,-0.02555581776611918,-0.5010685760995198,-0.915914066097801,-0.9155854239737832,-1.1188770768867267,0.5025494424622632,0.9018002633075586,-0.6895541491769929,1.0159826755889094,-0.3183626491340796,-1.0345442355357688,-1.2889534450413325,-0.983024633480778,-1.7580642941005669,0.35189129623960613,-0.2237816349284119,0.4558944729707503,1.943632567344062,2.1993631904504722,182,2,2015-03-01,5.984075070069874,True,False,False,False,bulacan,1.0,0.0,0.0,0.0,True,False,False,False,8.019268114205314,2015-03-01,2015,Bulacan,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,4
bulacan,2015-04-01,-0.8384317037641971,-0.4393509521147828,-0.9230426674792049,-1.4056708451462308,-0.6904950630212332,1.0116905790318051,-0.745863758690624,-0.44744964617438054,-0.2562743930841792,-0.9985579175248674,-0.9480657627863901,-0.7263300007589575,-1.273372042014276,-1.5420307970699243,-0.9290692483179868,-1.0088464146127358,-1.7623584266862489,-1.0918668299798868,0.3793994887929636,-0.47936435362040547,-0.20104690871375375,-0.9022843826635567,0.3977363773179399,0.540209995667777,-0.6242075484687218,1.965562339624542,0.34386341207271354,-0.9816613432554474,-0.2815695698236369,-0.8379727569812755,-1.7727002392568847,1.5363341212742938,0.7587225293322996,0.025871915238157833,1.7525047262580409,1.943632567344062,183,3,2015-04-01,4.769034446705432,False,True,False,False,bulacan,1.0,0.0,0.0,0.0,True,False,False,False,5.984075070069874,2015-04-01,2015,Bulacan,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,4
bulacan,2015-05-01,-0.9078656262353803,-0.026338690959343776,-0.4274134959090013,-0.9024979286386556,-0.6262044274368403,1.9486498924671753,-0.7054591701356332,1.017294529580828,0.36742779175516965,-0.23986224508692786,-0.896132317817028,-0.9365905844999572,-0.2848725712950208,-1.2685911696846512,-0.799146171813177,-0.948549904001464,-1.7766974377016809,-1.7700252875282012,1.5487676907694092,0.40001891197394024,0.7682535177576568,-0.18845501026476813,-0.011158205521995625,0.4338769123373765,-0.4165793198101062,2.2206724118452117,1.0007310898540998,-0.7166925787438223,0.01013136507621789,-0.4913909898153792,-1.3384408696397203,2.2019654301470055,1.660442104619024,-0.9722124365806377,1.725825195598311,1.7525047262580409,184,4,2015-05-01,4.6171543687848775,False,True,False,False,bulacan,0.0,1.0,0.0,0.0,True,False,False,False,4.769034446705432,2015-05-01,2015,Bulacan,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False,4
bulacan,2015-06-01,1.105718125428935,-1.0278169405092177,-0.013166234071724701,-0.4109844009934583,-0.4219313567484902,2.2003694344616602,-0.6408361543193781,1.9484995255541253,0.9860833080240564,0.38195603160070246,-0.6359207416910191,-0.8841152115811337,0.00136014182489762,-0.2817035676921355,-0.4887126184022266,-0.8189647356811864,-1.351248324713769,-1.7841879110616818,2.2059273867749267,1.5679463691291373,1.6578550081907417,0.7798834352033094,-0.9602044295803065,0.019052465684667945,0.2047114482685939,1.3576607689401563,0.9143175690102544,0.013220091418462306,0.940932517802255,-0.05680517761100909,-0.5078480370288211,1.638253587660286,1.394488922604461,-0.8245936744751592,2.416479799889647,1.725825195598311,185,5,2015-06-01,10.206341236261308,True,False,False,False,bulacan,0.0,1.0,0.0,0.0,False,True,False,False,4.6171543687848775,2015-06-01,2015,Bulacan,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,4
bulacan,2015-07-01,2.841566187208517,-0.35887892003214716,-1.0176391315712245,-0.00017699767223677292,0.1893196942559052,1.3488276133294115,-0.4355069993353695,2.198673136860614,0.9046967469881614,0.9987428833073434,0.0808872439118979,-0.6211883153765266,0.9147125087324258,0.00406240814312656,-0.0994537746731217,-0.5093385680039556,-0.5375065643461032,-1.3639723457471475,1.64939000924282,2.2242963976345864,1.3954759342637435,1.6686020417430603,-0.8198385090836374,-0.9437569997978886,1.7070037323805543,0.6416146193270581,0.023587684552568586,-2.222511615552789,1.3410162122782086,2.081942498546614,0.6990853768662398,0.4943104295334363,0.565694313938271,0.17426501234095523,3.5322544458009597,2.416479799889647,186,6,2015-07-01,33.20098503343336,False,True,False,False,bulacan,1.0,0.0,0.0,0.0,False,True,False,False,10.206341236261308,2015-07-01,2015,Bulacan,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,4
bulacan,2015-08-01,3.049867954622067,-0.32555895326540424,-0.34670083413122565,-0.9963088752811394,1.667335761384895,0.642298046470076,0.17890419722073841,1.3523610433171338,0.06578356071825729,0.9176021524280564,-2.114704649110487,0.10309959538876871,1.3072962396834702,0.9159254428250739,1.8162241514574236,-0.12109212140041213,0.6449405773927357,-0.560240610472244,0.5200060274175465,1.6684447137472664,0.5778193818950034,1.4064833656018227,0.12994400515297594,-0.8013554671228464,1.1780050750848001,0.48960755851829435,0.43537232819835475,0.38247211722991076,1.5038763748822856,1.1868959290778123,1.030538095500639,0.5218509801891402,0.7721249833977749,-0.3769011208308781,4.054939013373575,3.5322544458009597,187,7,2015-08-01,56.6816450799512,False,True,False,False,bulacan,0.0,1.0,0.0,0.0,True,False,False,False,33.20098503343336,2015-08-01,2015,Bulacan,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,4
bulacan,2015-09-01,3.015150993386475,0.18495864787822147,-0.31328123307866124,-0.33094196727159875,1.1468854314180021,0.4923112294320867,1.6645615532967533,0.6501706140977699,0.4536133321065038,0.08122292455787337,0.44350980359818565,-2.115403402667021,1.4671034278823014,1.3078690182097363,1.0145302559574816,1.789603446956739,0.9696687813339759,0.6076609762316377,0.5471960643876793,0.5404522133392795,0.7814758580936939,0.5896382954620678,-0.3941420969508624,0.1622009663524598,0.9948488892985279,0.4313635197183959,-0.3706644161880468,1.2291400270397037,1.4059247759419138,0.613822150262218,1.041769305159025,0.5083332813399624,0.747513577714552,-0.9580538855182281,4.203437411312794,4.054939013373575,188,8,2015-09-01,65.91595381752093,False,False,True,False,bulacan,0.0,1.0,0.0,0.0,False,True,False,False,56.6816450799512,2015-09-01,2015,Bulacan,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,4
bulacan,2015-10-01,2.424962652381417,-0.1177445791424965,0.19876293191016023,-0.29779987849219686,0.9666889488499016,0.4348412807036901,1.1414205141810916,0.5011049381893756,-0.3055335936705656,0.4678812463575865,1.2749768320722297,0.4695061386008009,1.370988028290722,1.4674156213333136,0.5012276348210067,0.9899946231474205,0.9806721321451609,0.9283946236340681,0.5338504077936945,0.5676087502493901,0.7571952016928537,0.7930926530441165,-0.9467415199580583,-0.3694855279846485,0.9347063928824095,-0.13386629106227083,0.011775133770217723,0.5099781448823488,1.1066001187964087,0.7087598877123518,0.9490307564509466,0.2730922921323418,0.5178328097114817,0.24404680130711084,4.091138865643628,4.203437411312794,189,9,2015-10-01,58.80796617083897,False,True,False,False,bulacan,0.0,0.0,1.0,0.0,False,True,False,False,65.91595381752093,2015-10-01,2015,Bulacan,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,4
bulacan,2015-11-01,2.3902456911458256,-0.6784344301188064,-0.10484544666881698,0.2099923344771445,0.9075183220947916,-0.12287636585111722,0.9602924223963097,0.44398794003713554,0.05465818501490312,-0.28897265701778674,0.5687266172937928,1.3096495647613746,1.0772745071192482,1.3714569496018383,0.5862634387250643,0.47802701624775346,0.8898150636553742,0.9392626196888808,0.30160337419558086,0.5542795364538253,0.530601081814313,0.7688360939505384,0.1962972579674108,-0.9300988486049913,-0.5919549913304395,-0.0893788912655724,-0.021328498802607333,-0.03962494987806344,0.7774247932367442,-0.9133220323343371,0.1183441749962067,0.29044721056147477,0.19427835616152747,0.6494390881192664,3.401500498478479,4.091138865643628,190,10,2015-11-01,29.009094882826037,True,False,False,False,bulacan,0.0,1.0,0.0,0.0,False,False,True,False,58.80796617083897,2015-11-01,2015,Bulacan,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,4
bulacan,2015-12-01,1.1751520479001183,-0.896516543172478,-0.6672118879388822,-0.09109491731883705,-0.5944730538815567,-0.07898022406466544,0.9008158856675073,-0.11030449440177993,0.023480300042866883,0.07013115333192516,0.028990970358455385,0.5960295956574287,0.7542698977599308,1.0782223640832609,-0.866636575264189,0.5628416562532146,0.0759814564209595,0.8495232049557684,0.3187374133657103,0.32231864772466,0.21139483188591668,0.5424668571245964,0.5817717104626742,0.2295164861404293,3.3453225091836467,-0.6771986402497729,-0.1368022095117672,-0.5765511325124006,0.4745468987858278,1.6877879288455147,0.3352791632530082,-0.05067675285133346,-0.11895071115939106,0.8790331977950709,2.689883450023843,3.401500498478479,191,11,2015-12-01,13.729959044018187,True,False,False,False,bulacan,1.0,0.0,0.0,0.0,False,True,False,False,29.009094882826037,2015-12-01,2015,Bulacan,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,4
cagayan,2015-01-01,,-0.27322134183815733,,,-0.23570022357777937,-1.2723753316302766,-0.5674089925794541,-0.6636362833737454,-2.4177243563801296,-0.5178973490458291,-2.179272642798928,-0.5541724639547474,-0.7797698608228564,-0.06374232855843001,0.2734270319385668,-0.30070084342517767,0.310420503650579,-0.09206375499011127,-1.0523357859719575,-0.08526409204855954,-1.2774234588414037,-0.28420538504617854,1.465874374745028,0.6017417357443671,-0.5823997722084004,-1.5281932805142187,-1.7632195099488719,-1.3466303481219597,-2.40255151578471,-0.5575289421763375,-0.03847097222919381,-1.8125385515809447,-1.9878867146781702,1.1193336367447853,2.3518881147360733,,192,0,2015-01-01,9.505386385618518,False,True,False,False,cagayan,0.0,0.0,0.0,0.0,False,False,False,False,,2015-01-01,2015,Cagayan,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,4
cagayan,2015-02-01,-0.9078656262353803,3.2548142726644222,-0.2607871202787491,,-0.5850722418447297,-1.4986721081368117,-0.24831305802533074,-1.2527438345637232,-1.6170791600063676,-2.3947834943517834,-1.2545487529334378,-2.1806451664171456,-2.3660946183865965,-0.775793866940697,-0.5479524328178209,0.2508188846200446,-0.07765222418087045,0.2772559110773145,-1.7574832597482728,-1.0299523630695673,-1.9414444239023825,-1.2637633118232665,1.028579283656244,1.5175052418055477,-0.7120213213713911,-0.8200683877365849,-1.884325550066308,-0.3376078492499487,-2.0970365939862003,-0.9199080002471162,-0.5971937938089513,-1.4311529260190305,-1.6414109311014118,0.780351142181603,2.188425458535463,2.3518881147360733,193,1,2015-02-01,7.921155321348763,False,False,False,True,cagayan,0.0,1.0,0.0,0.0,False,False,False,False,9.505386385618518,2015-02-01,2015,Cagayan,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,4
