,Total,dengue,Reg,t,mosquito,count,region_alt,Region,2015,2010
0,,,I,2012-05-14,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
1,,,I,2012-05-21,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
2,,,I,2012-05-28,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
3,,,I,2012-06-04,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
4,,,I,2012-06-11,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
5,,,I,2012-06-18,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
6,,,I,2012-06-25,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
7,5627.0,8.833837896687072,I,2012-07-02,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
8,6437.0,11.300945777743822,I,2012-07-09,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
9,,,I,2012-07-16,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
10,,,I,2012-07-23,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
11,,,I,2012-07-30,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
12,6979.0,9.649575179939708,I,2012-08-06,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
13,7781.0,9.888327555525844,I,2012-08-13,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
14,,,I,2012-08-20,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
15,,,I,2012-08-27,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
16,,,I,2012-09-03,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
17,,,I,2012-09-10,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
18,,,I,2012-09-17,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
19,,,I,2012-09-24,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
20,,,I,2012-10-01,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
21,,,I,2012-10-08,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
22,,,I,2012-10-15,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
23,,,I,2012-10-22,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
24,,,I,2012-10-29,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
25,,,I,2012-11-05,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
26,,,I,2012-11-12,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
27,,,I,2012-11-19,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
28,,,I,2012-11-26,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
29,,,I,2012-12-03,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
30,,,I,2012-12-10,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
31,,,I,2012-12-17,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
32,,,I,2012-12-24,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
33,,,I,2012-12-31,25.0,2.0,I,REGION I - ILOCOS,5026128,4748372.0
34,,,I,2013-01-07,40.004444444444445,9.0,I,REGION I - ILOCOS,5026128,4748372.0
35,,,I,2013-01-14,9.027142857142858,7.0,I,REGION I - ILOCOS,5026128,4748372.0
36,,,I,2013-01-21,24.433333333333337,12.0,I,REGION I - ILOCOS,5026128,4748372.0
37,,,I,2013-01-28,30.277142857142856,7.0,I,REGION I - ILOCOS,5026128,4748372.0
38,,,I,2013-02-04,40.19166666666667,6.0,I,REGION I - ILOCOS,5026128,4748372.0
39,,,I,2013-02-11,38.305,8.0,I,REGION I - ILOCOS,5026128,4748372.0
40,,,I,2013-02-18,60.715,2.0,I,REGION I - ILOCOS,5026128,4748372.0
41,,,I,2013-02-25,0.0,1.0,I,REGION I - ILOCOS,5026128,4748372.0
42,,,I,2013-03-04,51.07,2.0,I,REGION I - ILOCOS,5026128,4748372.0
43,,,I,2013-03-11,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
44,,,I,2013-03-18,22.58,1.0,I,REGION I - ILOCOS,5026128,4748372.0
45,,,I,2013-03-25,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
46,,,I,2013-04-01,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
47,,,I,2013-04-08,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
48,,,I,2013-04-15,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
49,,,I,2013-04-22,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
50,,,I,2013-04-29,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
51,,,I,2013-05-06,0.0,1.0,I,REGION I - ILOCOS,5026128,4748372.0
52,,,I,2013-05-13,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
53,,,I,2013-05-20,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
54,,,I,2013-05-27,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
55,,,I,2013-06-03,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
56,2558.0,2.367627724562526,I,2013-06-10,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
57,3118.0,3.839934040677038,I,2013-06-17,0.0,1.0,I,REGION I - ILOCOS,5026128,4748372.0
58,3769.0,4.9740078247111885,I,2013-06-24,15.0,1.0,I,REGION I - ILOCOS,5026128,4748372.0
59,3733.0,6.167769702641874,I,2013-07-01,16.67,1.0,I,REGION I - ILOCOS,5026128,4748372.0
60,2824.0,3.9593102284701067,I,2013-07-08,41.92,3.0,I,REGION I - ILOCOS,5026128,4748372.0
61,6389.0,9.749055336433932,I,2013-07-15,97.06,1.0,I,REGION I - ILOCOS,5026128,4748372.0
62,6346.0,14.76285522374281,I,2013-07-22,97.06,1.0,I,REGION I - ILOCOS,5026128,4748372.0
63,5914.0,14.961815536731256,I,2013-07-29,100.0,1.0,I,REGION I - ILOCOS,5026128,4748372.0
64,4918.0,12.056994967099923,I,2013-08-05,100.0,1.0,I,REGION I - ILOCOS,5026128,4748372.0
65,2864.0,7.8390363317448335,I,2013-08-12,94.12,1.0,I,REGION I - ILOCOS,5026128,4748372.0
66,593.0,1.1539698153329958,I,2013-08-19,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
67,,,I,2013-08-26,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
68,,,I,2013-09-02,31.115000000000002,4.0,I,REGION I - ILOCOS,5026128,4748372.0
69,,,I,2013-09-09,33.245,10.0,I,REGION I - ILOCOS,5026128,4748372.0
70,,,I,2013-09-16,31.31857142857143,21.0,I,REGION I - ILOCOS,5026128,4748372.0
71,,,I,2013-09-23,27.87833333333334,36.0,I,REGION I - ILOCOS,5026128,4748372.0
72,,,I,2013-09-30,26.345,58.0,I,REGION I - ILOCOS,5026128,4748372.0
73,,,I,2013-10-07,22.619898989898992,99.0,I,REGION I - ILOCOS,5026128,4748372.0
74,,,I,2013-10-14,22.114399999999996,100.0,I,REGION I - ILOCOS,5026128,4748372.0
75,,,I,2013-10-21,23.18565217391304,115.0,I,REGION I - ILOCOS,5026128,4748372.0
76,,,I,2013-10-28,21.621702127659578,94.0,I,REGION I - ILOCOS,5026128,4748372.0
77,,,I,2013-11-04,21.414831460674158,89.0,I,REGION I - ILOCOS,5026128,4748372.0
78,,,I,2013-11-11,18.21733766233767,154.0,I,REGION I - ILOCOS,5026128,4748372.0
79,,,I,2013-11-18,3.9043856143856144,1001.0,I,REGION I - ILOCOS,5026128,4748372.0
80,,,I,2013-11-25,24.231266375545857,229.0,I,REGION I - ILOCOS,5026128,4748372.0
81,,,I,2013-12-02,28.950914826498412,317.0,I,REGION I - ILOCOS,5026128,4748372.0
82,,,I,2013-12-09,28.56334310850438,341.0,I,REGION I - ILOCOS,5026128,4748372.0
83,,,I,2013-12-16,25.768767123287663,292.0,I,REGION I - ILOCOS,5026128,4748372.0
84,,,I,2013-12-23,19.9778125,32.0,I,REGION I - ILOCOS,5026128,4748372.0
85,,,I,2013-12-30,23.745517241379307,29.0,I,REGION I - ILOCOS,5026128,4748372.0
86,,,I,2014-01-06,25.8987323943662,71.0,I,REGION I - ILOCOS,5026128,4748372.0
87,,,I,2014-01-13,27.37526315789474,266.0,I,REGION I - ILOCOS,5026128,4748372.0
88,,,I,2014-01-20,26.452425373134332,268.0,I,REGION I - ILOCOS,5026128,4748372.0
89,,,I,2014-01-27,24.394661921708188,281.0,I,REGION I - ILOCOS,5026128,4748372.0
90,,,I,2014-02-03,27.683878205128213,312.0,I,REGION I - ILOCOS,5026128,4748372.0
91,1478.0,0.8754253771491692,I,2014-02-10,27.31017341040462,346.0,I,REGION I - ILOCOS,5026128,4748372.0
92,,,I,2014-02-17,29.195015772870654,317.0,I,REGION I - ILOCOS,5026128,4748372.0
93,,,I,2014-02-24,26.429459459459466,296.0,I,REGION I - ILOCOS,5026128,4748372.0
94,1130.0,0.5371928450688085,I,2014-03-03,28.491340206185576,194.0,I,REGION I - ILOCOS,5026128,4748372.0
95,1127.0,0.45760871987342944,I,2014-03-10,27.84389830508475,177.0,I,REGION I - ILOCOS,5026128,4748372.0
96,,,I,2014-03-17,26.51461538461539,130.0,I,REGION I - ILOCOS,5026128,4748372.0
97,,,I,2014-03-24,26.134935064935068,77.0,I,REGION I - ILOCOS,5026128,4748372.0
98,897.0,0.5172968137699637,I,2014-03-31,25.533809523809527,21.0,I,REGION I - ILOCOS,5026128,4748372.0
99,,,I,2014-04-07,10.48,2.0,I,REGION I - ILOCOS,5026128,4748372.0
100,853.0,0.3581285633792056,I,2014-04-14,7.355,2.0,I,REGION I - ILOCOS,5026128,4748372.0
101,,,I,2014-04-21,11.76,1.0,I,REGION I - ILOCOS,5026128,4748372.0
102,,,I,2014-04-28,5.88,1.0,I,REGION I - ILOCOS,5026128,4748372.0
103,969.0,0.8157372832526351,I,2014-05-05,1.47,2.0,I,REGION I - ILOCOS,5026128,4748372.0
104,,,I,2014-05-12,8.82,1.0,I,REGION I - ILOCOS,5026128,4748372.0
105,,,I,2014-05-19,5.88,1.0,I,REGION I - ILOCOS,5026128,4748372.0
106,1332.0,1.0146975962410827,I,2014-05-26,40.0,1.0,I,REGION I - ILOCOS,5026128,4748372.0
107,,,I,2014-06-02,10.715,2.0,I,REGION I - ILOCOS,5026128,4748372.0
108,1526.0,1.074385690137617,I,2014-06-09,20.769166666666667,12.0,I,REGION I - ILOCOS,5026128,4748372.0
109,1726.0,1.4325142535168225,I,2014-06-16,23.733809523809526,21.0,I,REGION I - ILOCOS,5026128,4748372.0
110,,,I,2014-06-23,28.92642857142858,42.0,I,REGION I - ILOCOS,5026128,4748372.0
111,2212.0,1.890122973390252,I,2014-06-30,31.346829268292677,41.0,I,REGION I - ILOCOS,5026128,4748372.0
112,,,I,2014-07-07,35.160000000000004,51.0,I,REGION I - ILOCOS,5026128,4748372.0
113,2733.0,4.018998322366641,I,2014-07-14,37.84796296296296,54.0,I,REGION I - ILOCOS,5026128,4748372.0
114,,,I,2014-07-21,35.52366197183099,71.0,I,REGION I - ILOCOS,5026128,4748372.0
115,,,I,2014-07-28,34.92014084507043,71.0,I,REGION I - ILOCOS,5026128,4748372.0
116,,,I,2014-08-04,38.956153846153846,78.0,I,REGION I - ILOCOS,5026128,4748372.0
117,,,I,2014-08-11,32.134343434343435,99.0,I,REGION I - ILOCOS,5026128,4748372.0
118,,,I,2014-08-18,33.098240740740735,108.0,I,REGION I - ILOCOS,5026128,4748372.0
119,,,I,2014-08-25,30.38783018867925,106.0,I,REGION I - ILOCOS,5026128,4748372.0
120,,,I,2014-09-01,31.190508474576273,118.0,I,REGION I - ILOCOS,5026128,4748372.0
121,,,I,2014-09-08,34.52944881889763,127.0,I,REGION I - ILOCOS,5026128,4748372.0
122,,,I,2014-09-15,33.927500000000016,124.0,I,REGION I - ILOCOS,5026128,4748372.0
123,,,I,2014-09-22,32.394275862068966,145.0,I,REGION I - ILOCOS,5026128,4748372.0
124,,,I,2014-09-29,31.220289017341045,173.0,I,REGION I - ILOCOS,5026128,4748372.0
125,,,I,2014-10-06,28.91589285714285,168.0,I,REGION I - ILOCOS,5026128,4748372.0
126,,,I,2014-10-13,27.12693430656934,137.0,I,REGION I - ILOCOS,5026128,4748372.0
127,,,I,2014-10-20,23.58714285714286,105.0,I,REGION I - ILOCOS,5026128,4748372.0
128,,,I,2014-10-27,21.58974789915966,119.0,I,REGION I - ILOCOS,5026128,4748372.0
129,,,I,2014-11-03,23.066372549019608,102.0,I,REGION I - ILOCOS,5026128,4748372.0
130,,,I,2014-11-10,19.782272727272733,66.0,I,REGION I - ILOCOS,5026128,4748372.0
131,,,I,2014-11-17,21.824852941176474,68.0,I,REGION I - ILOCOS,5026128,4748372.0
132,,,I,2014-11-24,21.252950819672133,61.0,I,REGION I - ILOCOS,5026128,4748372.0
133,,,I,2014-12-01,22.777,30.0,I,REGION I - ILOCOS,5026128,4748372.0
134,,,I,2014-12-08,21.387560975609752,41.0,I,REGION I - ILOCOS,5026128,4748372.0
135,,,I,2014-12-15,14.888846153846153,26.0,I,REGION I - ILOCOS,5026128,4748372.0
136,,,I,2014-12-22,9.85,3.0,I,REGION I - ILOCOS,5026128,4748372.0
137,,,I,2014-12-29,10.666666666666666,3.0,I,REGION I - ILOCOS,5026128,4748372.0
138,,,I,2015-01-05,21.0,4.0,I,REGION I - ILOCOS,5026128,4748372.0
139,,,I,2015-01-12,25.0625,20.0,I,REGION I - ILOCOS,5026128,4748372.0
140,,,I,2015-01-19,23.166875,16.0,I,REGION I - ILOCOS,5026128,4748372.0
141,2238.0,1.6712666291029594,I,2015-01-26,13.660714285714286,14.0,I,REGION I - ILOCOS,5026128,4748372.0
142,2331.0,1.5717864726087358,I,2015-02-02,18.403846153846153,13.0,I,REGION I - ILOCOS,5026128,4748372.0
143,,,I,2015-02-09,12.275333333333332,15.0,I,REGION I - ILOCOS,5026128,4748372.0
144,1873.0,1.2534499718272196,I,2015-02-16,17.642857142857142,14.0,I,REGION I - ILOCOS,5026128,4748372.0
145,,,I,2015-02-23,22.272727272727273,11.0,I,REGION I - ILOCOS,5026128,4748372.0
146,,,I,2015-03-02,16.5,10.0,I,REGION I - ILOCOS,5026128,4748372.0
147,,,I,2015-03-09,18.142857142857142,7.0,I,REGION I - ILOCOS,5026128,4748372.0
148,,,I,2015-03-16,16.666666666666668,3.0,I,REGION I - ILOCOS,5026128,4748372.0
149,1138.0,0.7560491893561008,I,2015-03-23,16.0,1.0,I,REGION I - ILOCOS,5026128,4748372.0
150,976.0,0.8157372832526351,I,2015-03-30,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
151,1094.0,0.8953214084480141,I,2015-04-06,10.415,2.0,I,REGION I - ILOCOS,5026128,4748372.0
152,,,I,2015-04-13,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
153,,,I,2015-04-20,0.0,1.0,I,REGION I - ILOCOS,5026128,4748372.0
154,,,I,2015-04-27,0.0,1.0,I,REGION I - ILOCOS,5026128,4748372.0
155,,,I,2015-05-04,13.5,2.0,I,REGION I - ILOCOS,5026128,4748372.0
156,1064.0,1.5916825039075806,I,2015-05-11,17.5,2.0,I,REGION I - ILOCOS,5026128,4748372.0
157,,,I,2015-05-18,13.5,2.0,I,REGION I - ILOCOS,5026128,4748372.0
158,1197.0,1.472306316114512,I,2015-05-25,16.5,2.0,I,REGION I - ILOCOS,5026128,4748372.0
159,1557.0,2.4870039123555943,I,2015-06-01,23.5,2.0,I,REGION I - ILOCOS,5026128,4748372.0
160,1944.0,3.4619094459989874,I,2015-06-08,38.542500000000004,4.0,I,REGION I - ILOCOS,5026128,4748372.0
161,,,I,2015-06-15,47.034000000000006,5.0,I,REGION I - ILOCOS,5026128,4748372.0
162,2737.0,5.769849076664979,I,2015-06-22,34.211,10.0,I,REGION I - ILOCOS,5026128,4748372.0
163,3312.0,7.40132364317025,I,2015-06-29,34.355624999999996,16.0,I,REGION I - ILOCOS,5026128,4748372.0
164,4103.0,8.057892676032127,I,2015-07-06,38.3075,20.0,I,REGION I - ILOCOS,5026128,4748372.0
165,4497.0,8.475709333307867,I,2015-07-13,30.676097560975606,41.0,I,REGION I - ILOCOS,5026128,4748372.0
166,5404.0,9.928119618123533,I,2015-07-20,35.798904109589046,73.0,I,REGION I - ILOCOS,5026128,4748372.0
167,,,I,2015-07-27,38.3551851851852,81.0,I,REGION I - ILOCOS,5026128,4748372.0
168,7235.0,19.100190046890965,I,2015-08-03,42.25158536585366,82.0,I,REGION I - ILOCOS,5026128,4748372.0
169,,,I,2015-08-10,41.49869047619047,84.0,I,REGION I - ILOCOS,5026128,4748372.0
170,7257.0,19.23946226598288,I,2015-08-17,39.74357142857142,84.0,I,REGION I - ILOCOS,5026128,4748372.0
171,7511.0,19.1598781407875,I,2015-08-24,37.7529347826087,92.0,I,REGION I - ILOCOS,5026128,4748372.0
172,,,I,2015-08-31,40.602631578947374,76.0,I,REGION I - ILOCOS,5026128,4748372.0
173,8283.0,19.975615424040136,I,2015-09-07,37.51966292134831,89.0,I,REGION I - ILOCOS,5026128,4748372.0
174,,,I,2015-09-14,41.0391011235955,89.0,I,REGION I - ILOCOS,5026128,4748372.0
175,8345.0,13.429821126720212,I,2015-09-21,35.00166666666667,90.0,I,REGION I - ILOCOS,5026128,4748372.0
176,,,I,2015-09-28,35.60873239436619,71.0,I,REGION I - ILOCOS,5026128,4748372.0
177,,,I,2015-10-05,36.28202247191012,89.0,I,REGION I - ILOCOS,5026128,4748372.0
178,,,I,2015-10-12,36.59530120481927,83.0,I,REGION I - ILOCOS,5026128,4748372.0
179,,,I,2015-10-19,30.73671428571429,70.0,I,REGION I - ILOCOS,5026128,4748372.0
180,,,I,2015-10-26,32.22244897959184,49.0,I,REGION I - ILOCOS,5026128,4748372.0
181,,,I,2015-11-02,32.53192307692307,52.0,I,REGION I - ILOCOS,5026128,4748372.0
182,,,I,2015-11-09,33.429012345679006,81.0,I,REGION I - ILOCOS,5026128,4748372.0
183,,,I,2015-11-16,32.5003947368421,76.0,I,REGION I - ILOCOS,5026128,4748372.0
184,,,I,2015-11-23,28.98404494382023,89.0,I,REGION I - ILOCOS,5026128,4748372.0
185,,,I,2015-11-30,28.90555555555555,72.0,I,REGION I - ILOCOS,5026128,4748372.0
186,,,I,2015-12-07,27.05821917808219,73.0,I,REGION I - ILOCOS,5026128,4748372.0
187,,,I,2015-12-14,27.853432835820893,67.0,I,REGION I - ILOCOS,5026128,4748372.0
188,,,I,2015-12-21,30.306470588235296,17.0,I,REGION I - ILOCOS,5026128,4748372.0
189,,,I,2015-12-28,26.290999999999997,10.0,I,REGION I - ILOCOS,5026128,4748372.0
190,4471.0,3.5215975398955215,I,2016-01-04,29.25846153846154,26.0,I,REGION I - ILOCOS,5026128,4748372.0
191,3071.0,2.685964225344042,I,2016-01-11,27.338860759493667,79.0,I,REGION I - ILOCOS,5026128,4748372.0
192,3570.0,2.7456523192405764,I,2016-01-18,26.477837837837836,74.0,I,REGION I - ILOCOS,5026128,4748372.0
193,2957.0,2.228355505470613,I,2016-01-25,27.268860759493663,79.0,I,REGION I - ILOCOS,5026128,4748372.0
194,2520.0,1.7906428168960282,I,2016-02-01,24.937936507936502,63.0,I,REGION I - ILOCOS,5026128,4748372.0
195,1416.0,0.2785444381838266,I,2016-02-08,25.236197183098582,71.0,I,REGION I - ILOCOS,5026128,4748372.0
196,254.0,0.0,I,2016-02-15,19.258873239436625,71.0,I,REGION I - ILOCOS,5026128,4748372.0
197,2300.0,1.4325142535168225,I,2016-02-22,20.392419354838708,62.0,I,REGION I - ILOCOS,5026128,4748372.0
198,2015.0,1.2335539405283749,I,2016-02-29,20.826333333333334,60.0,I,REGION I - ILOCOS,5026128,4748372.0
199,1884.0,1.472306316114512,I,2016-03-07,17.89745762711864,59.0,I,REGION I - ILOCOS,5026128,4748372.0
200,1678.0,1.2733460031260644,I,2016-03-14,18.690454545454543,44.0,I,REGION I - ILOCOS,5026128,4748372.0
201,1279.0,0.7958412519537903,I,2016-03-21,18.596363636363638,33.0,I,REGION I - ILOCOS,5026128,4748372.0
202,967.0,0.25864840688498186,I,2016-03-28,21.710800000000003,25.0,I,REGION I - ILOCOS,5026128,4748372.0
203,222.0,0.03979206259768951,I,2016-04-04,17.0025,4.0,I,REGION I - ILOCOS,5026128,4748372.0
204,1350.0,1.1539698153329958,I,2016-04-11,29.41,1.0,I,REGION I - ILOCOS,5026128,4748372.0
205,1239.0,0.7759452206549454,I,2016-04-18,20.705,2.0,I,REGION I - ILOCOS,5026128,4748372.0
206,1433.0,1.0146975962410827,I,2016-04-25,29.41,1.0,I,REGION I - ILOCOS,5026128,4748372.0
207,1283.0,0.8754253771491692,I,2016-05-02,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
208,1316.0,0.8157372832526351,I,2016-05-09,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
209,1214.0,0.7958412519537903,I,2016-05-16,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
210,1417.0,0.8953214084480141,I,2016-05-23,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
211,1745.0,1.1937618779306853,I,2016-05-30,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
212,2093.0,1.3529301283214434,I,2016-06-06,,0.0,I,REGION I - ILOCOS,5026128,4748372.0
213,2511.0,1.5120983787122015,I,2016-06-13,5.88,2.0,I,REGION I - ILOCOS,5026128,4748372.0
214,2995.0,2.4870039123555943,I,2016-06-20,34.54333333333333,12.0,I,REGION I - ILOCOS,5026128,4748372.0
215,3084.0,2.5864840688498183,I,2016-06-27,27.15384615384615,13.0,I,REGION I - ILOCOS,5026128,4748372.0
216,3842.0,3.68076579028628,I,2016-07-04,31.688333333333333,18.0,I,REGION I - ILOCOS,5026128,4748372.0
217,4267.0,4.536295136136605,I,2016-07-11,34.99090909090909,22.0,I,REGION I - ILOCOS,5026128,4748372.0
218,6481.0,5.909121295756893,I,2016-07-18,33.951904761904764,21.0,I,REGION I - ILOCOS,5026128,4748372.0
219,7677.0,8.336437114215954,I,2016-07-25,30.73478260869565,23.0,I,REGION I - ILOCOS,5026128,4748372.0
220,7831.0,8.117580769928662,I,2016-08-01,35.14208333333334,24.0,I,REGION I - ILOCOS,5026128,4748372.0
221,8073.0,7.858932363043678,I,2016-08-08,32.042,25.0,I,REGION I - ILOCOS,5026128,4748372.0
222,7076.0,6.506002234722236,I,2016-08-15,31.775199999999998,25.0,I,REGION I - ILOCOS,5026128,4748372.0
223,8108.0,7.938516488239058,I,2016-08-22,30.257241379310347,29.0,I,REGION I - ILOCOS,5026128,4748372.0
224,6982.0,6.506002234722236,I,2016-08-29,33.21153846153846,26.0,I,REGION I - ILOCOS,5026128,4748372.0
225,5280.0,6.824338735503752,I,2016-09-05,34.44608695652173,46.0,I,REGION I - ILOCOS,5026128,4748372.0
226,3301.0,2.3278356619648366,I,2016-09-12,32.5035593220339,59.0,I,REGION I - ILOCOS,5026128,4748372.0
227,617.0,0.15916825039075805,I,2016-09-19,,,I,REGION I - ILOCOS,5026128,4748372.0
228,,,II,2012-05-14,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
229,,,II,2012-05-21,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
230,,,II,2012-05-28,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
231,,,II,2012-06-04,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
232,,,II,2012-06-11,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
233,,,II,2012-06-18,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
234,,,II,2012-06-25,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
235,5627.0,5.7367858353542465,II,2012-07-02,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
236,6437.0,7.938784438823554,II,2012-07-09,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
237,,,II,2012-07-16,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
238,,,II,2012-07-23,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
239,,,II,2012-07-30,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
240,6979.0,11.415624339038247,II,2012-08-06,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
241,7781.0,11.618439999884105,II,2012-08-13,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
242,,,II,2012-08-20,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
243,,,II,2012-08-27,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
244,,,II,2012-09-03,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
245,,,II,2012-09-10,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
246,,,II,2012-09-17,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
247,,,II,2012-09-24,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
248,,,II,2012-10-01,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
249,,,II,2012-10-08,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
250,,,II,2012-10-15,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
251,,,II,2012-10-22,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
252,,,II,2012-10-29,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
253,,,II,2012-11-05,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
254,,,II,2012-11-12,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
255,,,II,2012-11-19,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
256,,,II,2012-11-26,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
257,,,II,2012-12-03,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
258,,,II,2012-12-10,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
259,,,II,2012-12-17,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
260,,,II,2012-12-24,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
261,,,II,2012-12-31,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
262,,,II,2013-01-07,3.7,1.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
263,,,II,2013-01-14,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
264,,,II,2013-01-21,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
265,,,II,2013-01-28,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
266,,,II,2013-02-04,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
267,,,II,2013-02-11,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
268,,,II,2013-02-18,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
269,,,II,2013-02-25,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
270,,,II,2013-03-04,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
271,,,II,2013-03-11,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
272,,,II,2013-03-18,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
273,,,II,2013-03-25,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
274,,,II,2013-04-01,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
275,,,II,2013-04-08,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
276,,,II,2013-04-15,,0.0,II,REGION II - CAGAYAN VALLEY,3451410,3229163.0
