,Date,Province,Dengue,date,value,Counts
183,2015-03-01,cotabato,18.336695060761137,2015-03-01,50.0,1.0
184,2015-03-01,davao del norte,1.5742887166791952,2015-03-01,47.14285714285714,14.0
185,2015-03-01,davao del sur,3.884216794029253,2015-03-01,43.714285714285715,21.0
186,2015-03-01,davao oriental,11.807685013900864,2015-03-01,48.41666666666666,12.0
187,2015-03-01,dinagat islands,0.786460299484082,2015-03-01,11.333333333333336,3.0
188,2015-03-01,eastern samar,1.9265348060621632,2015-03-01,50.0,3.0
189,2015-03-01,guimaras,2.8634752280758016,2015-03-01,,
190,2015-03-01,ifugao,2.4654589205234663,2015-03-01,6.412698412698412,63.0
191,2015-03-01,ilocos norte,4.889719953935466,2015-03-01,1.9,10.0
192,2015-03-01,ilocos sur,3.1899406671035915,2015-03-01,,
193,2015-03-01,iloilo,3.5228766804436313,2015-03-01,23.0,9.0
194,2015-03-01,isabela,6.902757714459269,2015-03-01,24.5,2.0
195,2015-03-01,kalinga,10.344179048335528,2015-03-01,17.857999999999997,5.0
196,2015-03-01,la union,5.720438363547841,2015-03-01,67.0,2.0
197,2015-03-01,laguna,7.116778761423501,2015-03-01,18.384615384615387,26.0
198,2015-03-01,lanao del norte,5.593647971125001,2015-03-01,58.0,1.0
199,2015-03-01,lanao del sur,0.0,2015-03-01,,
200,2015-03-01,leyte,2.593086729090569,2015-03-01,27.11111111111111,9.0
201,2015-03-01,maguindanao,3.1887473853967583,2015-03-01,,
202,2015-03-01,marinduque,1.7056041889638882,2015-03-01,36.0,18.0
203,2015-03-01,masbate,0.5602912618095389,2015-03-01,48.5625,16.0
204,2015-03-01,misamis occidental,9.964691775475565,2015-03-01,,
205,2015-03-01,misamis oriental,17.1305224361904,2015-03-01,68.0,3.0
206,2015-03-01,mountain province,2.587489488323953,2015-03-01,13.186666666666667,30.0
207,2015-03-01,negros occidental,2.3209167555806607,2015-03-01,,
208,2015-03-01,negros oriental,3.247244454776585,2015-03-01,20.5625,16.0
209,2015-03-01,northern samar,2.686986607742631,2015-03-01,,
210,2015-03-01,nueva ecija,3.3465631029333087,2015-03-01,10.571428571428571,7.0
211,2015-03-01,nueva vizcaya,10.39163186206988,2015-03-01,,
212,2015-03-01,occidental mindoro,4.103287964646071,2015-03-01,28.6,10.0
213,2015-03-01,oriental mindoro,4.3835798208419074,2015-03-01,9.846153846153848,13.0
214,2015-03-01,palawan,4.9792455990258775,2015-03-01,49.14285714285714,14.0
215,2015-03-01,pampanga,8.429945619187171,2015-03-01,5.2631578947368425,19.0
216,2015-03-01,pangasinan,2.8409801922802447,2015-03-01,9.761904761904765,21.0
217,2015-03-01,quezon,4.56937201754262,2015-03-01,48.5,6.0
218,2015-03-01,quirino,11.640765962400328,2015-03-01,,
219,2015-03-01,rizal,5.755441579320906,2015-03-01,22.66666666666667,18.0
220,2015-03-01,romblon,0.0,2015-03-01,14.416666666666664,12.0
221,2015-03-01,samar,4.100035747186672,2015-03-01,0.0,3.0
222,2015-03-01,sarangani,11.759064125483912,2015-03-01,,
223,2015-03-01,siquijor,7.292882147024504,2015-03-01,55.83333333333334,6.0
224,2015-03-01,sorsogon,0.7566690922114789,2015-03-01,29.181428571428572,14.0
225,2015-03-01,south cotabato,13.909725879044995,2015-03-01,,
226,2015-03-01,southern leyte,1.4226437462951984,2015-03-01,9.0,2.0
227,2015-03-01,sultan kudarat,7.388298167086363,2015-03-01,,
228,2015-03-01,sulu,0.6062582830037915,2015-03-01,,
229,2015-03-01,surigao del norte,8.658222837918068,2015-03-01,53.68,4.0
230,2015-03-01,surigao del sur,10.975094976783453,2015-03-01,,
231,2015-03-01,tarlac,7.247294526389303,2015-03-01,9.266666666666667,15.0
232,2015-03-01,tawi-tawi,3.5831744366098053,2015-03-01,,
233,2015-03-01,zambales,3.6193068303558498,2015-03-01,17.333333333333332,3.0
234,2015-03-01,zamboanga del norte,8.89861804461767,2015-03-01,29.01583333333333,36.0
235,2015-03-01,zamboanga del sur,11.642357459893947,2015-03-01,37.583703703703705,54.0
236,2015-03-01,zamboanga sibugay,11.214144352888589,2015-03-01,41.952380952380956,42.0
237,2015-04-01,abra,7.049261900812738,2015-04-01,29.975,4.0
238,2015-04-01,agusan del norte,7.9529647206485,2015-04-01,,
239,2015-04-01,agusan del sur,6.708028082374585,2015-04-01,,
240,2015-04-01,aklan,3.4793318986888133,2015-04-01,,
241,2015-04-01,albay,0.3042227640767676,2015-04-01,19.360000000000007,5.0
