Region,Date,Unnamed: 0,count,dengue,mosquito,M_cat1,M_cat2,M_cat3,M_cat4,M_cat5,Regioncol,mosquito_lag1,mosquito_lag2,Ml_cat1,Ml_cat2,Ml_cat3,Ml_cat4,Ml_cat5
VIII,2014-04-01,15,1,0.982434,83.33,False,False,False,False,True,VIII,55.409375,58.897619047619045,0.0,0.0,1.0,0.0,0.0
VIII,2014-05-01,16,0,3.6806699999999997,20.9334375,False,True,False,False,False,VIII,83.33,55.409375,0.0,0.0,0.0,0.0,1.0
VIII,2014-06-01,17,5,1.923357,44.18433333333334,False,False,True,False,False,VIII,20.9334375,83.33,0.0,1.0,0.0,0.0,0.0
VIII,2014-07-01,18,29,4.0681080000000005,38.63097701149425,False,True,False,False,False,VIII,44.18433333333334,20.9334375,0.0,0.0,1.0,0.0,0.0
VIII,2014-08-01,19,31,2.1309139999999998,45.47180107526882,False,False,True,False,False,VIII,38.63097701149425,44.18433333333334,0.0,1.0,0.0,0.0,0.0
VIII,2014-09-01,20,46,7.984008999999999,43.50864492753623,False,False,True,False,False,VIII,45.47180107526882,38.63097701149425,0.0,0.0,1.0,0.0,0.0
VIII,2014-10-01,21,54,0.193719,37.904175264550254,False,True,False,False,False,VIII,43.50864492753623,45.47180107526882,0.0,0.0,1.0,0.0,0.0
VIII,2014-11-01,22,35,2.698235,34.68559523809523,False,True,False,False,False,VIII,37.904175264550254,43.50864492753623,0.0,1.0,0.0,0.0,0.0
VIII,2014-12-01,23,10,9.796669,28.72233333333333,False,True,False,False,False,VIII,34.68559523809523,37.904175264550254,0.0,1.0,0.0,0.0,0.0
VIII,2015-01-01,24,11,0.599171,32.8719696969697,False,True,False,False,False,VIII,28.72233333333333,34.68559523809523,0.0,1.0,0.0,0.0,0.0
VIII,2015-02-01,25,8,4.030787999999999,27.48708333333333,False,True,False,False,False,VIII,32.8719696969697,28.72233333333333,0.0,1.0,0.0,0.0,0.0
VIII,2015-03-01,26,5,2.0426290000000003,34.61666666666666,False,True,False,False,False,VIII,27.48708333333333,32.8719696969697,0.0,1.0,0.0,0.0,0.0
VIII,2015-04-01,27,0,2.560095,24.67061111111111,False,True,False,False,False,VIII,34.61666666666666,27.48708333333333,0.0,1.0,0.0,0.0,0.0
VIII,2015-05-01,28,0,4.275903,33.62888888888889,False,True,False,False,False,VIII,24.67061111111111,34.61666666666666,0.0,1.0,0.0,0.0,0.0
VIII,2015-06-01,29,37,5.0248669999999995,32.03266216216216,False,True,False,False,False,VIII,33.62888888888889,24.67061111111111,0.0,1.0,0.0,0.0,0.0
VIII,2015-07-01,30,38,0.0,38.28088283208021,False,True,False,False,False,VIII,32.03266216216216,33.62888888888889,0.0,1.0,0.0,0.0,0.0
VIII,2015-08-01,31,34,2.137952,40.1793431372549,False,False,True,False,False,VIII,38.28088283208021,32.03266216216216,0.0,1.0,0.0,0.0,0.0
VIII,2015-09-01,32,43,5.5968029999999995,33.92570930232558,False,True,False,False,False,VIII,40.1793431372549,38.28088283208021,0.0,0.0,1.0,0.0,0.0
VIII,2015-10-01,33,36,0.531084,34.197074074074074,False,True,False,False,False,VIII,33.92570930232558,40.1793431372549,0.0,1.0,0.0,0.0,0.0
VIII,2015-11-01,34,30,3.7720550000000004,33.55466111111111,False,True,False,False,False,VIII,34.197074074074074,33.92570930232558,0.0,1.0,0.0,0.0,0.0
VIII,2015-12-01,35,27,0.544701,35.24006790123457,False,True,False,False,False,VIII,33.55466111111111,34.197074074074074,0.0,1.0,0.0,0.0,0.0
VIII,2016-01-01,36,29,2.547166,27.00888505747126,False,True,False,False,False,VIII,35.24006790123457,33.55466111111111,0.0,1.0,0.0,0.0,0.0
VIII,2016-02-01,37,30,5.737826999999999,23.04521111111111,False,True,False,False,False,VIII,27.00888505747126,35.24006790123457,0.0,1.0,0.0,0.0,0.0
VIII,2016-03-01,38,24,4.12909,16.312423611111107,True,False,False,False,False,VIII,23.04521111111111,27.00888505747126,0.0,1.0,0.0,0.0,0.0
VIII,2016-04-01,39,0,0.0,34.95045454545454,False,True,False,False,False,VIII,16.312423611111107,23.04521111111111,1.0,0.0,0.0,0.0,0.0
VIII,2016-05-01,40,0,2.681228,14.933571428571426,True,False,False,False,False,VIII,34.95045454545454,16.312423611111107,0.0,1.0,0.0,0.0,0.0
VIII,2016-06-01,41,3,2.3728860000000003,31.495,False,True,False,False,False,VIII,14.933571428571426,34.95045454545454,1.0,0.0,0.0,0.0,0.0
VIII,2016-07-01,42,3,0.160874,29.163611111111113,False,True,False,False,False,VIII,31.495,14.933571428571426,0.0,1.0,0.0,0.0,0.0
VIII,2016-08-01,43,1,1.474675,31.04,False,True,False,False,False,VIII,29.163611111111113,31.495,0.0,1.0,0.0,0.0,0.0
VIII,2016-09-01,44,1,1.9975150000000002,30.0,False,True,False,False,False,VIII,31.04,29.163611111111113,0.0,1.0,0.0,0.0,0.0
VIII,2016-10-01,45,2,0.6569010000000001,27.9025,False,True,False,False,False,VIII,30.0,31.04,0.0,1.0,0.0,0.0,0.0
VIII,2016-11-01,46,1,2.091357,26.19,False,True,False,False,False,VIII,27.9025,30.0,0.0,1.0,0.0,0.0,0.0
VIII,2016-12-01,47,1,2.667821,10.715,True,False,False,False,False,VIII,26.19,27.9025,0.0,1.0,0.0,0.0,0.0
X,2013-01-01,0,0,27.110255,26.88063492063492,False,True,False,False,False,X,,,,,,,
X,2013-02-01,1,1,19.4266,36.0,False,True,False,False,False,X,26.88063492063492,,0.0,1.0,0.0,0.0,0.0
X,2013-03-01,2,0,42.586296999999995,40.63785714285713,False,False,True,False,False,X,36.0,26.88063492063492,0.0,1.0,0.0,0.0,0.0
X,2013-04-01,3,0,1.630965,49.49,False,False,True,False,False,X,40.63785714285713,36.0,0.0,0.0,1.0,0.0,0.0
X,2013-05-01,4,0,6.831929,40.386666666666656,False,False,True,False,False,X,49.49,40.63785714285713,0.0,0.0,1.0,0.0,0.0
X,2013-06-01,5,0,22.181117999999998,31.984559139784945,False,True,False,False,False,X,40.386666666666656,49.49,0.0,0.0,1.0,0.0,0.0
X,2013-07-01,6,0,4.711675,41.71643593519881,False,False,True,False,False,X,31.984559139784945,40.386666666666656,0.0,1.0,0.0,0.0,0.0
X,2013-08-01,7,1,28.233809,22.0,False,True,False,False,False,X,41.71643593519881,31.984559139784945,0.0,0.0,1.0,0.0,0.0
X,2013-09-01,8,0,6.922538,19.99254716981132,True,False,False,False,False,X,22.0,41.71643593519881,0.0,1.0,0.0,0.0,0.0
X,2013-10-01,9,0,29.339240000000004,27.327714192708346,False,True,False,False,False,X,19.99254716981132,22.0,1.0,0.0,0.0,0.0,0.0
X,2013-11-01,10,0,18.611117999999998,31.03781646549056,False,True,False,False,False,X,27.327714192708346,19.99254716981132,0.0,1.0,0.0,0.0,0.0
X,2013-12-01,11,0,58.09858199999999,37.13996615646259,False,True,False,False,False,X,31.03781646549056,27.327714192708346,0.0,1.0,0.0,0.0,0.0
X,2014-01-01,12,1,1.247983,24.0,False,True,False,False,False,X,37.13996615646259,31.03781646549056,0.0,1.0,0.0,0.0,0.0
X,2014-02-01,13,1,4.902792,20.0,True,False,False,False,False,X,24.0,37.13996615646259,0.0,1.0,0.0,0.0,0.0
X,2014-03-01,14,0,14.940144,32.97907992565056,False,True,False,False,False,X,20.0,24.0,1.0,0.0,0.0,0.0,0.0
X,2014-04-01,15,0,4.849307,37.896547008547024,False,True,False,False,False,X,32.97907992565056,20.0,0.0,1.0,0.0,0.0,0.0
X,2014-05-01,16,1,16.241612,18.0,True,False,False,False,False,X,37.896547008547024,32.97907992565056,0.0,1.0,0.0,0.0,0.0
X,2014-06-01,17,0,12.283722000000001,23.419697640117988,False,True,False,False,False,X,18.0,37.896547008547024,1.0,0.0,0.0,0.0,0.0
X,2014-07-01,18,1,28.650133,55.56,False,False,True,False,False,X,23.419697640117988,18.0,0.0,1.0,0.0,0.0,0.0
X,2014-08-01,19,6,19.111974,31.35222222222223,False,True,False,False,False,X,55.56,23.419697640117988,0.0,0.0,1.0,0.0,0.0
X,2014-09-01,20,8,41.967898999999996,28.53302083333334,False,True,False,False,False,X,31.35222222222223,55.56,0.0,1.0,0.0,0.0,0.0
X,2014-10-01,21,7,1.158842,33.48209523809523,False,True,False,False,False,X,28.53302083333334,31.35222222222223,0.0,1.0,0.0,0.0,0.0
X,2014-11-01,22,6,2.192885,35.01166666666667,False,True,False,False,False,X,33.48209523809523,28.53302083333334,0.0,1.0,0.0,0.0,0.0
X,2014-12-01,23,4,8.646742,57.05083333333333,False,False,True,False,False,X,35.01166666666667,33.48209523809523,0.0,1.0,0.0,0.0,0.0
X,2015-01-01,24,4,2.351086,29.6175,False,True,False,False,False,X,57.05083333333333,35.01166666666667,0.0,0.0,1.0,0.0,0.0
X,2015-02-01,25,0,7.649802999999999,33.16948958333333,False,True,False,False,False,X,29.6175,57.05083333333333,0.0,1.0,0.0,0.0,0.0
X,2015-03-01,26,2,7.491894,52.0,False,False,True,False,False,X,33.16948958333333,29.6175,0.0,1.0,0.0,0.0,0.0
X,2015-04-01,27,0,27.581401,22.586041666666667,False,True,False,False,False,X,52.0,33.16948958333333,0.0,0.0,1.0,0.0,0.0
X,2015-05-01,28,1,19.528053,23.33333333333333,False,True,False,False,False,X,22.586041666666667,52.0,0.0,1.0,0.0,0.0,0.0
X,2015-06-01,29,2,26.686584000000003,21.86,False,True,False,False,False,X,23.33333333333333,22.586041666666667,0.0,1.0,0.0,0.0,0.0
X,2015-07-01,30,22,0.9299069999999999,48.92727272727272,False,False,True,False,False,X,21.86,23.33333333333333,0.0,1.0,0.0,0.0,0.0
X,2015-08-01,31,27,6.175987999999999,53.429537037037036,False,False,True,False,False,X,48.92727272727272,21.86,0.0,0.0,1.0,0.0,0.0
X,2015-09-01,32,26,5.01799,52.17483333333333,False,False,True,False,False,X,53.429537037037036,48.92727272727272,0.0,0.0,1.0,0.0,0.0
X,2015-10-01,33,22,2.000178,49.12757575757576,False,False,True,False,False,X,52.17483333333333,53.429537037037036,0.0,0.0,1.0,0.0,0.0
X,2015-11-01,34,23,9.228891,54.37002898550724,False,False,True,False,False,X,49.12757575757576,52.17483333333333,0.0,0.0,1.0,0.0,0.0
X,2015-12-01,35,22,5.403989,53.48810606060606,False,False,True,False,False,X,54.37002898550724,49.12757575757576,0.0,0.0,1.0,0.0,0.0
X,2016-01-01,36,22,25.356848,52.20871212121212,False,False,True,False,False,X,53.48810606060606,54.37002898550724,0.0,0.0,1.0,0.0,0.0
X,2016-02-01,37,24,20.4513,49.201597222222226,False,False,True,False,False,X,52.20871212121212,53.48810606060606,0.0,0.0,1.0,0.0,0.0
X,2016-03-01,38,18,19.743105,44.943592592592594,False,False,True,False,False,X,49.201597222222226,52.20871212121212,0.0,0.0,1.0,0.0,0.0
X,2016-04-01,39,0,0.27636900000000003,36.373809523809534,False,True,False,False,False,X,44.943592592592594,49.201597222222226,0.0,0.0,1.0,0.0,0.0
X,2016-05-01,40,0,2.3318630000000002,28.00225,False,True,False,False,False,X,36.373809523809534,44.943592592592594,0.0,1.0,0.0,0.0,0.0
X,2016-06-01,41,2,1.8482169999999998,35.89624999999999,False,True,False,False,False,X,28.00225,36.373809523809534,0.0,1.0,0.0,0.0,0.0
X,2016-07-01,42,2,1.330025,60.04875,False,False,False,True,False,X,35.89624999999999,28.00225,0.0,1.0,0.0,0.0,0.0
X,2016-08-01,43,2,5.510105,58.67399999999999,False,False,True,False,False,X,60.04875,35.89624999999999,0.0,0.0,0.0,1.0,0.0
X,2016-09-01,44,4,6.4601239999999995,71.55250000000002,False,False,False,True,False,X,58.67399999999999,60.04875,0.0,0.0,1.0,0.0,0.0
X,2016-10-01,45,2,12.954792999999999,34.2075,False,True,False,False,False,X,71.55250000000002,58.67399999999999,0.0,0.0,0.0,1.0,0.0
X,2016-11-01,46,12,18.948544000000002,48.773402777777775,False,False,True,False,False,X,34.2075,71.55250000000002,0.0,1.0,0.0,0.0,0.0
X,2016-12-01,47,7,15.442113,49.34357142857142,False,False,True,False,False,X,48.773402777777775,34.2075,0.0,0.0,1.0,0.0,0.0
XI,2013-01-01,0,8,26.292546,60.38020833333334,False,False,False,True,False,XI,,,,,,,
XI,2013-02-01,1,4,9.829314,45.695,False,False,True,False,False,XI,60.38020833333334,,0.0,0.0,0.0,1.0,0.0
XI,2013-03-01,2,5,37.406965,40.611999999999995,False,False,True,False,False,XI,45.695,60.38020833333334,0.0,0.0,1.0,0.0,0.0
XI,2013-04-01,3,0,6.1997620000000015,49.49,False,False,True,False,False,XI,40.611999999999995,45.695,0.0,0.0,1.0,0.0,0.0
XI,2013-05-01,4,0,6.824948,40.386666666666656,False,False,True,False,False,XI,49.49,40.611999999999995,0.0,0.0,1.0,0.0,0.0
XI,2013-06-01,5,1,30.877244,0.0,True,False,False,False,False,XI,40.386666666666656,49.49,0.0,0.0,1.0,0.0,0.0
XI,2013-07-01,6,2,9.759849,70.83500000000002,False,False,False,True,False,XI,0.0,40.386666666666656,1.0,0.0,0.0,0.0,0.0
XI,2013-08-01,7,3,20.318545999999998,71.4691666666667,False,False,False,True,False,XI,70.83500000000002,0.0,0.0,0.0,0.0,1.0,0.0
XI,2013-09-01,8,3,19.693360000000002,77.05666666666667,False,False,False,True,False,XI,71.4691666666667,70.83500000000002,0.0,0.0,0.0,1.0,0.0
XI,2013-10-01,9,9,24.104395,51.970648148148136,False,False,True,False,False,XI,77.05666666666667,71.4691666666667,0.0,0.0,0.0,1.0,0.0
XI,2013-11-01,10,177,8.787336999999999,52.15115348399247,False,False,True,False,False,XI,51.970648148148136,77.05666666666667,0.0,0.0,1.0,0.0,0.0
XI,2013-12-01,11,262,37.910587,51.97693702290076,False,False,True,False,False,XI,52.15115348399247,51.970648148148136,0.0,0.0,1.0,0.0,0.0
XI,2014-01-01,12,321,5.689311,52.28518639667711,False,False,True,False,False,XI,51.97693702290076,52.15115348399247,0.0,0.0,1.0,0.0,0.0
XI,2014-02-01,13,296,7.790769,53.0048671171171,False,False,True,False,False,XI,52.28518639667711,51.97693702290076,0.0,0.0,1.0,0.0,0.0
XI,2014-03-01,14,216,18.17846,51.44390046296297,False,False,True,False,False,XI,53.0048671171171,52.28518639667711,0.0,0.0,1.0,0.0,0.0
XI,2014-04-01,15,7,7.466153,41.80714285714287,False,False,True,False,False,XI,51.44390046296297,53.0048671171171,0.0,0.0,1.0,0.0,0.0
XI,2014-05-01,16,0,15.068987,20.9334375,False,True,False,False,False,XI,41.80714285714287,51.44390046296297,0.0,0.0,1.0,0.0,0.0
XI,2014-06-01,17,30,17.221698999999994,46.863611111111105,False,False,True,False,False,XI,20.9334375,41.80714285714287,0.0,1.0,0.0,0.0,0.0
XI,2014-07-01,18,64,15.974492999999999,46.41778013392857,False,False,True,False,False,XI,46.863611111111105,20.9334375,0.0,0.0,1.0,0.0,0.0
XI,2014-08-01,19,70,8.029959,48.73538809523809,False,False,True,False,False,XI,46.41778013392857,46.863611111111105,0.0,0.0,1.0,0.0,0.0
XI,2014-09-01,20,111,18.127205,45.52570270270272,False,False,True,False,False,XI,48.73538809523809,46.41778013392857,0.0,0.0,1.0,0.0,0.0
XI,2014-10-01,21,159,5.330526,42.96263102725368,False,False,True,False,False,XI,45.52570270270272,48.73538809523809,0.0,0.0,1.0,0.0,0.0
XI,2014-11-01,22,132,7.1415380000000015,44.605637626262606,False,False,True,False,False,XI,42.96263102725368,45.52570270270272,0.0,0.0,1.0,0.0,0.0
XI,2014-12-01,23,61,7.978704,42.53155737704917,False,False,True,False,False,XI,44.605637626262606,42.96263102725368,0.0,0.0,1.0,0.0,0.0
XI,2015-01-01,24,37,6.624678,44.58648648648647,False,False,True,False,False,XI,42.53155737704917,44.605637626262606,0.0,0.0,1.0,0.0,0.0
XI,2015-02-01,25,34,15.233395999999999,42.67401960784314,False,False,True,False,False,XI,44.58648648648647,42.53155737704917,0.0,0.0,1.0,0.0,0.0
XI,2015-03-01,26,22,10.458248,40.421969696969704,False,False,True,False,False,XI,42.67401960784314,44.58648648648647,0.0,0.0,1.0,0.0,0.0
XI,2015-04-01,27,3,12.257335000000001,10.144444444444442,True,False,False,False,False,XI,40.421969696969704,42.67401960784314,0.0,0.0,1.0,0.0,0.0
XI,2015-05-01,28,1,7.801651,52.0,False,False,True,False,False,XI,10.144444444444442,40.421969696969704,1.0,0.0,0.0,0.0,0.0
XI,2015-06-01,29,16,14.409514999999999,40.677291666666655,False,False,True,False,False,XI,52.0,10.144444444444442,0.0,0.0,1.0,0.0,0.0
XI,2015-07-01,30,51,4.90966,49.97221568627451,False,False,True,False,False,XI,40.677291666666655,52.0,0.0,0.0,1.0,0.0,0.0
XI,2015-08-01,31,52,4.707893,52.69269551282052,False,False,True,False,False,XI,49.97221568627451,40.677291666666655,0.0,0.0,1.0,0.0,0.0
XI,2015-09-01,32,45,4.052151,55.46396296296298,False,False,True,False,False,XI,52.69269551282052,49.97221568627451,0.0,0.0,1.0,0.0,0.0
XI,2015-10-01,33,36,6.2884,51.541319444444454,False,False,True,False,False,XI,55.46396296296298,52.69269551282052,0.0,0.0,1.0,0.0,0.0
XI,2015-11-01,34,37,11.685663,52.39272522522522,False,False,True,False,False,XI,51.541319444444454,55.46396296296298,0.0,0.0,1.0,0.0,0.0
XI,2015-12-01,35,35,7.162723,54.85069047619047,False,False,True,False,False,XI,52.39272522522522,51.541319444444454,0.0,0.0,1.0,0.0,0.0
XI,2016-01-01,36,37,9.683444,53.69407657657658,False,False,True,False,False,XI,54.85069047619047,52.39272522522522,0.0,0.0,1.0,0.0,0.0
XI,2016-02-01,37,37,9.20341,55.479337837837846,False,False,True,False,False,XI,53.69407657657658,54.85069047619047,0.0,0.0,1.0,0.0,0.0
XI,2016-03-01,38,34,13.391293,49.4857254901961,False,False,True,False,False,XI,55.479337837837846,53.69407657657658,0.0,0.0,1.0,0.0,0.0
XI,2016-04-01,39,5,2.996074,35.771333333333345,False,True,False,False,False,XI,49.4857254901961,55.479337837837846,0.0,0.0,1.0,0.0,0.0
XI,2016-05-01,40,1,8.590953,28.57,False,True,False,False,False,XI,35.771333333333345,49.4857254901961,0.0,1.0,0.0,0.0,0.0
XI,2016-06-01,41,9,1.787713,34.377777777777766,False,True,False,False,False,XI,28.57,35.771333333333345,0.0,1.0,0.0,0.0,0.0
XI,2016-07-01,42,12,5.677643,46.647638888888906,False,False,True,False,False,XI,34.377777777777766,28.57,0.0,1.0,0.0,0.0,0.0
XI,2016-08-01,43,2,11.520816,49.341,False,False,True,False,False,XI,46.647638888888906,34.377777777777766,0.0,0.0,1.0,0.0,0.0
XI,2016-09-01,44,3,9.832419999999999,69.71277777777777,False,False,False,True,False,XI,49.341,46.647638888888906,0.0,0.0,1.0,0.0,0.0
XI,2016-10-01,45,0,7.20051,32.1297435897436,False,True,False,False,False,XI,69.71277777777777,49.341,0.0,0.0,0.0,1.0,0.0
XI,2016-11-01,46,2,12.8616,78.89750000000002,False,False,False,True,False,XI,32.1297435897436,69.71277777777777,0.0,1.0,0.0,0.0,0.0
XI,2016-12-01,47,2,11.553921,71.10249999999998,False,False,False,True,False,XI,78.89750000000002,32.1297435897436,0.0,0.0,0.0,1.0,0.0
XII,2013-01-01,0,0,16.377741,45.24697916666668,False,False,True,False,False,XII,,,,,,,
XII,2013-02-01,1,53,24.604004,65.7201886792453,False,False,False,True,False,XII,45.24697916666668,,0.0,0.0,1.0,0.0,0.0
XII,2013-03-01,2,2,56.518163,34.52,False,True,False,False,False,XII,65.7201886792453,45.24697916666668,0.0,0.0,0.0,1.0,0.0
XII,2013-04-01,3,0,0.953499,49.49,False,False,True,False,False,XII,34.52,65.7201886792453,0.0,1.0,0.0,0.0,0.0
XII,2013-05-01,4,0,6.543618,40.386666666666656,False,False,True,False,False,XII,49.49,34.52,0.0,0.0,1.0,0.0,0.0
XII,2013-06-01,5,1,35.85902700000001,83.33333333333333,False,False,False,False,True,XII,40.386666666666656,49.49,0.0,0.0,1.0,0.0,0.0
XII,2013-07-01,6,2,6.824058999999999,41.145833333333336,False,False,True,False,False,XII,83.33333333333333,40.386666666666656,0.0,0.0,0.0,0.0,1.0
XII,2013-08-01,7,3,7.927125999999999,43.09083333333334,False,False,True,False,False,XII,41.145833333333336,83.33333333333333,0.0,0.0,1.0,0.0,0.0
XII,2013-09-01,8,2,27.913204999999998,46.295,False,False,True,False,False,XII,43.09083333333334,41.145833333333336,0.0,0.0,1.0,0.0,0.0
XII,2013-10-01,9,0,17.088191000000002,47.26866071428571,False,False,True,False,False,XII,46.295,43.09083333333334,0.0,0.0,1.0,0.0,0.0
XII,2013-11-01,10,0,23.089623,48.08516646537843,False,False,True,False,False,XII,47.26866071428571,46.295,0.0,0.0,1.0,0.0,0.0
XII,2013-12-01,11,0,52.909825,49.89953016890517,False,False,True,False,False,XII,48.08516646537843,47.26866071428571,0.0,0.0,1.0,0.0,0.0
XII,2014-01-01,12,22,0.202326,56.37613636363637,False,False,True,False,False,XII,49.89953016890517,48.08516646537843,0.0,0.0,1.0,0.0,0.0
XII,2014-02-01,13,144,5.150112,58.38600578703706,False,False,True,False,False,XII,56.37613636363637,49.89953016890517,0.0,0.0,1.0,0.0,0.0
XII,2014-03-01,14,88,17.400021,53.02174242424241,False,False,True,False,False,XII,58.38600578703706,56.37613636363637,0.0,0.0,1.0,0.0,0.0
XII,2014-04-01,15,1,4.837427,41.67,False,False,True,False,False,XII,53.02174242424241,58.38600578703706,0.0,0.0,1.0,0.0,0.0
XII,2014-05-01,16,0,7.265337,20.9334375,False,True,False,False,False,XII,41.67,53.02174242424241,0.0,0.0,1.0,0.0,0.0
XII,2014-06-01,17,9,20.545268,53.37259259259259,False,False,True,False,False,XII,20.9334375,41.67,0.0,1.0,0.0,0.0,0.0
XII,2014-07-01,18,12,10.999168,45.70481944444444,False,False,True,False,False,XII,53.37259259259259,20.9334375,0.0,0.0,1.0,0.0,0.0
XII,2014-08-01,19,12,16.075707,51.68145833333333,False,False,True,False,False,XII,45.70481944444444,53.37259259259259,0.0,0.0,1.0,0.0,0.0
XII,2014-09-01,20,37,41.881446000000004,37.23969819819821,False,True,False,False,False,XII,51.68145833333333,45.70481944444444,0.0,0.0,1.0,0.0,0.0
XII,2014-10-01,21,47,0.073573,44.3415780141844,False,False,True,False,False,XII,37.23969819819821,51.68145833333333,0.0,1.0,0.0,0.0,0.0
XII,2014-11-01,22,27,3.549899,41.57256172839506,False,False,True,False,False,XII,44.3415780141844,37.23969819819821,0.0,0.0,1.0,0.0,0.0
XII,2014-12-01,23,6,6.180134,25.692499999999995,False,True,False,False,False,XII,41.57256172839506,44.3415780141844,0.0,0.0,1.0,0.0,0.0
XII,2015-01-01,24,4,2.75141,31.03416666666667,False,True,False,False,False,XII,25.692499999999995,41.57256172839506,0.0,1.0,0.0,0.0,0.0
XII,2015-02-01,25,4,7.946507,33.875,False,True,False,False,False,XII,31.03416666666667,25.692499999999995,0.0,1.0,0.0,0.0,0.0
XII,2015-03-01,26,1,11.114249000000001,50.0,False,False,True,False,False,XII,33.875,31.03416666666667,0.0,1.0,0.0,0.0,0.0
XII,2015-04-01,27,0,9.55753,22.58604166666667,False,True,False,False,False,XII,50.0,33.875,0.0,0.0,1.0,0.0,0.0
XII,2015-05-01,28,0,16.88859,30.96555555555555,False,True,False,False,False,XII,22.58604166666667,50.0,0.0,1.0,0.0,0.0,0.0
XII,2015-06-01,29,0,35.279594,36.65471216568819,False,True,False,False,False,XII,30.96555555555555,22.58604166666667,0.0,1.0,0.0,0.0,0.0
XII,2015-07-01,30,0,0.072406,45.381877125850345,False,False,True,False,False,XII,36.65471216568819,30.96555555555555,0.0,1.0,0.0,0.0,0.0
XII,2015-08-01,31,5,2.35318,45.918,False,False,True,False,False,XII,45.381877125850345,36.65471216568819,0.0,0.0,1.0,0.0,0.0
XII,2015-09-01,32,8,3.5297699999999996,34.2,False,True,False,False,False,XII,45.918,45.381877125850345,0.0,0.0,1.0,0.0,0.0
XII,2015-10-01,33,9,1.7377330000000002,30.574685185185185,False,True,False,False,False,XII,34.2,45.918,0.0,1.0,0.0,0.0,0.0
XII,2015-11-01,34,9,6.082064,26.45444444444444,False,True,False,False,False,XII,30.574685185185185,34.2,0.0,1.0,0.0,0.0,0.0
XII,2015-12-01,35,8,8.923981,31.70333333333333,False,True,False,False,False,XII,26.45444444444444,30.574685185185185,0.0,1.0,0.0,0.0,0.0
XII,2016-01-01,36,8,8.357762,41.730833333333344,False,False,True,False,False,XII,31.70333333333333,26.45444444444444,0.0,1.0,0.0,0.0,0.0
XII,2016-02-01,37,6,15.325534,22.226388888888888,False,True,False,False,False,XII,41.730833333333344,31.70333333333333,0.0,0.0,1.0,0.0,0.0
XII,2016-03-01,38,5,32.540029,23.132,False,True,False,False,False,XII,22.226388888888888,41.730833333333344,0.0,1.0,0.0,0.0,0.0
XII,2016-04-01,39,1,0.01782,50.0,False,False,True,False,False,XII,23.132,22.226388888888888,0.0,1.0,0.0,0.0,0.0
XII,2016-05-01,40,1,2.174087,50.0,False,False,True,False,False,XII,50.0,23.132,0.0,0.0,1.0,0.0,0.0
XII,2016-06-01,41,3,2.102806,25.96666666666667,False,True,False,False,False,XII,50.0,50.0,0.0,0.0,1.0,0.0,0.0
XII,2016-07-01,42,1,1.6216549999999998,50.0,False,False,True,False,False,XII,25.96666666666667,50.0,0.0,1.0,0.0,0.0,0.0
XII,2016-08-01,43,0,6.272777,34.67156140350877,False,True,False,False,False,XII,50.0,25.96666666666667,0.0,0.0,1.0,0.0,0.0
XII,2016-09-01,44,0,9.925956,49.64818181818182,False,False,True,False,False,XII,34.67156140350877,50.0,0.0,1.0,0.0,0.0,0.0
XII,2016-10-01,45,0,5.7025239999999995,32.1297435897436,False,True,False,False,False,XII,49.64818181818182,34.67156140350877,0.0,0.0,1.0,0.0,0.0
XII,2016-11-01,46,0,17.927311,42.64658333333333,False,False,True,False,False,XII,32.1297435897436,49.64818181818182,0.0,1.0,0.0,0.0,0.0
XII,2016-12-01,47,1,26.445456,9.8,True,False,False,False,False,XII,42.64658333333333,32.1297435897436,0.0,0.0,1.0,0.0,0.0
